publication_id,score,compound,capped,total_hits_reported
EP-4213888-A1,11.596992,Enfortumab_vedotin,False,501
CA-3194339-A1,11.596992,Enfortumab_vedotin,False,501
AU-2023253796-A1,11.596992,Enfortumab_vedotin,False,501
WO-2020223108-A1,11.551341,Enfortumab_vedotin,False,501
EP-3962950-A1,11.551341,Enfortumab_vedotin,False,501
WO-2024258897-A1,11.541783,Enfortumab_vedotin,False,501
JP-2024541973-A,11.541783,Enfortumab_vedotin,False,501
WO-2024233299-A2,11.34616,Enfortumab_vedotin,False,501
IL-324320-A,11.34616,Enfortumab_vedotin,False,501
AU-2024269870-A1,11.34616,Enfortumab_vedotin,False,501
KR-20240137135-A,11.294472,Enfortumab_vedotin,False,501
IN-201817025195-A,11.172863,Enfortumab_vedotin,False,501
AU-2017207281-A1,11.172863,Enfortumab_vedotin,False,501
WO-2024183750-A1,11.109478,Enfortumab_vedotin,False,501
WO-2023198884-A1,11.109478,Enfortumab_vedotin,False,501
US-20250249113-A1,11.109478,Enfortumab_vedotin,False,501
EP-4507734-A1,11.109478,Enfortumab_vedotin,False,501
CA-3255303-A1,11.109478,Enfortumab_vedotin,False,501
WO-2023230233-A1,11.045908,Enfortumab_vedotin,False,501
EP-4532024-A1,11.045908,Enfortumab_vedotin,False,501
CA-3257248-A1,11.045908,Enfortumab_vedotin,False,501
US-20240124464-A1,10.950553,Enfortumab_vedotin,False,501
US-20220323600-A1,10.947388,Enfortumab_vedotin,False,501
JP-2025121970-A,10.947388,Enfortumab_vedotin,False,501
CA-3138854-A1,10.947388,Enfortumab_vedotin,False,501
AU-2020267131-A1,10.947388,Enfortumab_vedotin,False,501
TW-202539682-A,10.92455,Enfortumab_vedotin,False,501
WO-2024197401-A1,10.849474,Enfortumab_vedotin,False,501
WO-2022078566-A1,10.734023,Enfortumab_vedotin,False,501
IN-202417085447-A,10.669099,Enfortumab_vedotin,False,501
WO-2021154761-A1,10.661098,Enfortumab_vedotin,False,501
IL-294800-A,10.661098,Enfortumab_vedotin,False,501
EP-4096646-A1,10.661098,Enfortumab_vedotin,False,501
CA-3165187-A1,10.661098,Enfortumab_vedotin,False,501
AU-2021212662-A1,10.661098,Enfortumab_vedotin,False,501
US-20250242046-A1,10.628063,Enfortumab_vedotin,False,501
HK-40115331-A,10.566173,Enfortumab_vedotin,False,501
WO-2023122615-A1,10.538346,Enfortumab_vedotin,False,501
EP-4452415-A1,10.538346,Enfortumab_vedotin,False,501
CN-115843249-A,10.538346,Enfortumab_vedotin,False,501
CA-3237577-A1,10.538346,Enfortumab_vedotin,False,501
AU-2022417491-A1,10.538346,Enfortumab_vedotin,False,501
WO-2023288283-A9,10.513408,Enfortumab_vedotin,False,501
WO-2023288283-A2,10.513408,Enfortumab_vedotin,False,501
EP-4370139-A2,10.513408,Enfortumab_vedotin,False,501
WO-2025054386-A1,10.444071,Enfortumab_vedotin,False,501
WO-2024130344-A1,10.444071,Enfortumab_vedotin,False,501
EP-4638443-A1,10.444071,Enfortumab_vedotin,False,501
WO-2022187586-A1,10.423547,Enfortumab_vedotin,False,501
EP-4301859-A1,10.423547,Enfortumab_vedotin,False,501
WO-2025194015-A1,10.332712,Enfortumab_vedotin,False,501
KR-20250004824-A,10.316403,Enfortumab_vedotin,False,501
TW-202227141-A,10.269336,Enfortumab_vedotin,False,501
JP-7012645-B2,10.220791,Enfortumab_vedotin,False,501
HK-40000102-B,10.173155,Enfortumab_vedotin,False,501
HK-40000102-A,10.173155,Enfortumab_vedotin,False,501
EP-3402494-B1,10.173155,Enfortumab_vedotin,False,501
AR-128075-A1,10.162436,Enfortumab_vedotin,False,501
US-20240368169-A1,10.138481,Enfortumab_vedotin,False,501
IL-311024-A,10.138481,Enfortumab_vedotin,False,501
CA-3226163-A1,10.138481,Enfortumab_vedotin,False,501
AU-2022334408-A1,10.138481,Enfortumab_vedotin,False,501
TW-202233248-A,10.12974,Enfortumab_vedotin,False,501
TW-202421098-A,10.113095,Enfortumab_vedotin,False,501
TW-202327610-A,10.074185,Enfortumab_vedotin,False,501
KR-20220041880-A,10.025422,Enfortumab_vedotin,False,501
WO-2025194014-A1,9.966662,Enfortumab_vedotin,False,501
AU-2021361082-A1,9.966662,Enfortumab_vedotin,False,501
IN-202417078942-A,9.945476,Enfortumab_vedotin,False,501
WO-2022192694-A1,9.858156,Enfortumab_vedotin,False,501
TW-202423473-A,9.858156,Enfortumab_vedotin,False,501
EP-4305176-A1,9.858156,Enfortumab_vedotin,False,501
CA-3211755-A1,9.858156,Enfortumab_vedotin,False,501
WO-2023025307-A1,9.795183,Enfortumab_vedotin,False,501
EP-4392425-A1,9.795183,Enfortumab_vedotin,False,501
CN-118871784-A,9.795183,Enfortumab_vedotin,False,501
TW-202444896-A,9.771331,Enfortumab_vedotin,False,501
WO-2023122581-A2,9.757913,Enfortumab_vedotin,False,501
